Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Light,Traffic_Control,Work_Area,WETorDRY,Log_Crash_Score,Feature_Interaction
6.24,2018,6,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.8309801823813363,INTERSECTION_SIGNAL-STOP
5.3,2018,6,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.667706820558076,INTERSECTION_OTHER
4.09,2018,5,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.4085449700547104,OTHER_OTHER
23.88,2018,6,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,3.1730412885244013,OTHER_OTHER
13.36,2018,6,LATE-EARLY,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,2.5922651681085,INTERSECTION_SIGNAL-STOP
4.91,2018,6,OVERNIGHT,OTHER,CURVE,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.5912739418064292,OTHER_OTHER
8.31,2018,6,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.1174596088673567,OTHER_OTHER
4.1,2018,6,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.410986973710262,OTHER_OTHER
9.95,2018,6,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.2975725511705014,OTHER_SIGNAL-STOP
6.37,2018,6,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.851599469584072,OTHER_OTHER
1.1,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,OTHER,DAYLIGHT,OTHER,YES,-0.8417344818553207,0.09531017980432493,OTHER_OTHER
6.3,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.840549633397487,OTHER_OTHER
4.21,2018,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.43746264769429,INTERSECTION_SIGNAL-STOP
4.88,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.5851452198650557,OTHER_OTHER
7.64,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.033397603178429,OTHER_OTHER
3.83,2018,6,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.3428648031925547,INTERSECTION_OTHER
14.72,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.6892071133007303,OTHER_OTHER
8.16,2018,6,DAYTIME,INTERSECTION,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.0992441689760155,INTERSECTION_SIGNAL-STOP
8.18,2018,6,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.1016921506146558,OTHER_OTHER
5.56,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.715598108262491,OTHER_OTHER
9.22,2018,6,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.2213750375685026,OTHER_OTHER
5.47,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6992786164338898,OTHER_OTHER
6.08,2018,6,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.8050046959780757,OTHER_OTHER
3.33,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.2029723039923526,OTHER_OTHER
16.44,2018,6,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,2.799717389628034,OTHER_OTHER
2.66,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.9783261227936078,OTHER_OTHER
5.51,2018,6,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,1.706564623164823,OTHER_OTHER
8.65,2018,6,OVERNIGHT,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,OTHER,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.157559320943788,OTHER_OTHER
9.46,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.247072383063787,OTHER_OTHER
2.42,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.883767540168595,OTHER_OTHER
1.64,2018,6,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.494696241836107,INTERSECTION_OTHER
6.81,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,1.918392120161421,OTHER_OTHER
10.02,2018,6,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.3045830956567186,INTERSECTION_SIGNAL-STOP
9.51,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.252343876557299,OTHER_OTHER
3.89,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.358409157630355,OTHER_OTHER
4.42,2018,6,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.4861396960896067,OTHER_OTHER
2.54,2014,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,0.9321640810304452,OTHER_SIGNAL-STOP
5.57,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.7173950539391927,INTERSECTION_OTHER
4.44,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.4906543764441336,INTERSECTION_SIGNAL-STOP
14.13,2014,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.6483001966964363,OTHER_OTHER
1.7,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.5306282510621704,OTHER_OTHER
4.76,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,OTHER,OTHER,NO,-0.8417344818553207,1.5602476682433286,OTHER_OTHER
4.22,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.4398351280479205,INTERSECTION_SIGNAL-STOP
0.6,2014,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,-0.5108256237659907,OTHER_OTHER
6.87,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.927164106234258,OTHER_OTHER
5.09,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6272778305624314,OTHER_OTHER
5.8,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,0.22307133307770122,1.7578579175523736,INTERSECTION_SIGNAL-STOP
8.09,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.0906287310704004,OTHER_SIGNAL-STOP
3.36,2014,7,LATE-EARLY,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.2119409739751128,INTERSECTION_SIGNAL-STOP
8.26,2014,7,DAYTIME,OTHER,CURVE,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,2.1114245875328868,OTHER_OTHER
5.02,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.6134299337036377,INTERSECTION_SIGNAL-STOP
10.39,2014,7,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,2.340843805111136,OTHER_OTHER
11.1,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.4069451083182885,INTERSECTION_SIGNAL-STOP
4.73,2014,7,OVERNIGHT,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,1.5539252025038417,OTHER_SIGNAL-STOP
2.97,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.0885619528146082,OTHER_OTHER
7.52,2014,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.017566137961748,OTHER_SIGNAL-STOP
3.51,2014,7,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.2556160374777743,INTERSECTION_SIGNAL-STOP
6.05,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,OTHER,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.80005827204275,INTERSECTION_SIGNAL-STOP
3.04,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DUSK,OTHER,NO,2.9978341485330007,1.1118575154181303,OTHER_OTHER
14.37,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,4.454893394154628,2.6651427000909336,INTERSECTION_OTHER
15.36,2014,7,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,4.454893394154628,2.731766727719526,OTHER_SIGNAL-STOP
4.38,2014,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,4.454893394154628,1.4770487243883548,OTHER_OTHER
10.6,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.3608540011180215,INTERSECTION_SIGNAL-STOP
4.49,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.501852701754163,INTERSECTION_SIGNAL-STOP
5.81,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.7595805708638197,OTHER_OTHER
5.0,2014,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.6094379124341003,OTHER_SIGNAL-STOP
7.17,2014,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.969905654611529,INTERSECTION_SIGNAL-STOP
5.81,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.7595805708638197,OTHER_OTHER
2.99,2014,7,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.095273387402595,INTERSECTION_SIGNAL-STOP
3.12,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.1378330018213911,OTHER_OTHER
2.78,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.0224509277025455,OTHER_OTHER
7.41,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.0028304393079956,OTHER_OTHER
8.4,2014,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.128231705849268,OTHER_OTHER
5.08,2014,7,DAYTIME,OTHER,CURVE,US HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.6253112615903906,OTHER_SIGNAL-STOP
5.07,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.623340817603092,OTHER_OTHER
1.97,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.6780335427498971,OTHER_SIGNAL-STOP
9.12,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.21046980408624,INTERSECTION_SIGNAL-STOP
8.01,2015,5,LATE-EARLY,INTERSECTION,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,2.080690761080268,INTERSECTION_SIGNAL-STOP
2.79,2015,5,LATE-EARLY,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,OTHER,DARK-LIT,OTHER,NO,-0.8417344818553207,1.0260415958332743,OTHER_OTHER
13.85,2015,5,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,YES,-0.8417344818553207,2.6282852326333477,OTHER_OTHER
7.09,2015,5,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.958685340544036,INTERSECTION_SIGNAL-STOP
2.93,2015,5,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.075002423028976,OTHER_OTHER
3.7,2015,5,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.308332819650179,OTHER_SIGNAL-STOP
14.6,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,2.681021528714291,INTERSECTION_SIGNAL-STOP
11.93,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.4790562361098245,INTERSECTION_SIGNAL-STOP
5.32,2015,5,DAYTIME,INTERSECTION,CURVE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.6714733033535532,INTERSECTION_SIGNAL-STOP
8.51,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.1412419425852827,INTERSECTION_SIGNAL-STOP
9.16,2015,5,DAYTIME,OTHER,CURVE,STATE HWY,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.214846178686039,OTHER_OTHER
0.83,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,-0.18632957819149348,OTHER_OTHER
8.99,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.196112848483529,INTERSECTION_SIGNAL-STOP
10.62,2015,5,DAYTIME,INTERSECTION,CURVE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.362739015813793,INTERSECTION_SIGNAL-STOP
6.22,2015,5,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,1.827769906751088,OTHER_OTHER
10.65,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.365559892155434,OTHER_OTHER
5.01,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6114359150967734,OTHER_OTHER
21.35,2015,5,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,3.0610517396746335,OTHER_SIGNAL-STOP
7.57,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,UNKNOWN,OTHER,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.0241930674493576,OTHER_OTHER
9.62,2015,5,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,2.263844264677615,OTHER_SIGNAL-STOP
6.28,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.8373699804801074,OTHER_OTHER
5.52,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.7083778602890038,OTHER_OTHER
16.63,2015,5,DAYTIME,OTHER,CURVE,US HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.811208293204836,OTHER_SIGNAL-STOP
11.72,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.4612967841488667,OTHER_OTHER
6.73,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.9065751436566365,INTERSECTION_SIGNAL-STOP
6.23,2015,5,LATE-EARLY,OTHER,CURVE,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,1.8293763327993617,OTHER_OTHER
7.56,2015,5,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.0228711901914416,OTHER_OTHER
2.65,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.9745596399981308,INTERSECTION_SIGNAL-STOP
8.92,2015,5,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.188295946591918,OTHER_OTHER
12.92,2015,5,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.558776498354456,INTERSECTION_OTHER
1.92,2015,5,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.6523251860396901,OTHER_OTHER
8.29,2015,5,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.1150499691472033,OTHER_OTHER
3.69,2015,5,LATE-EARLY,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.3056264580524357,INTERSECTION_SIGNAL-STOP
5.67,2015,5,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.7351891177396608,OTHER_OTHER
2.95,2015,5,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,1.0818051703517284,OTHER_OTHER
7.66,2015,5,OVERNIGHT,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,2.0360119837525,INTERSECTION_SIGNAL-STOP
8.94,2015,5,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,2.190535589185423,OTHER_OTHER
25.46,2015,5,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,3.2371085931292605,INTERSECTION_SIGNAL-STOP
10.58,2015,5,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DUSK,OTHER,NO,-0.8417344818553207,2.3589654264301534,OTHER_OTHER
5.24,2014,9,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6563214983329508,OTHER_OTHER
6.1,2014,9,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.8082887711792655,INTERSECTION_OTHER
6.94,2014,9,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,OTHER,DAYLIGHT,OTHER,NO,4.454893394154628,1.937301774518713,OTHER_OTHER
4.98,2014,9,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.6054298910365616,INTERSECTION_SIGNAL-STOP
2.09,2014,10,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.7371640659767196,OTHER_SIGNAL-STOP
2.33,2014,10,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-NOT-LIT,SIGNAL-STOP,NO,-0.8417344818553207,0.8458682675776092,OTHER_SIGNAL-STOP
1.99,2014,9,DAYTIME,OTHER,STRAIGHT,OTHER,UNKNOWN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.688134638736401,OTHER_OTHER
